run_id	target_id	scope	source_path	managed_cache
skill-system-stage-03-v1	system.imagegen	system_skill	/Users/daniildegtyarev/.codex/skills/.system/imagegen/SKILL.md	false
skill-system-stage-03-v1	system.openai-docs	system_skill	/Users/daniildegtyarev/.codex/skills/.system/openai-docs/SKILL.md	false
skill-system-stage-03-v1	system.plugin-creator	system_skill	/Users/daniildegtyarev/.codex/skills/.system/plugin-creator/SKILL.md	false
skill-system-stage-03-v1	system.skill-creator	system_skill	/Users/daniildegtyarev/.codex/skills/.system/skill-creator/SKILL.md	false
skill-system-stage-03-v1	system.skill-installer	system_skill	/Users/daniildegtyarev/.codex/skills/.system/skill-installer/SKILL.md	false
skill-system-stage-03-v1	global.architecture-design	global_skill	/Users/daniildegtyarev/.codex/skills/architecture-design/SKILL.md	false
skill-system-stage-03-v1	global.architecture-review	global_skill	/Users/daniildegtyarev/.codex/skills/architecture-review/SKILL.md	false
skill-system-stage-03-v1	global.backend-performance-evidence	global_skill	/Users/daniildegtyarev/.codex/skills/backend-performance-evidence/SKILL.md	false
skill-system-stage-03-v1	global.backend-quality-gates	global_skill	/Users/daniildegtyarev/.codex/skills/backend-quality-gates/SKILL.md	false
skill-system-stage-03-v1	global.browser-qa-evidence	global_skill	/Users/daniildegtyarev/.codex/skills/browser-qa-evidence/SKILL.md	false
skill-system-stage-03-v1	global.contract-impact-analysis	global_skill	/Users/daniildegtyarev/.codex/skills/contract-impact-analysis/SKILL.md	false
skill-system-stage-03-v1	global.data-analytics-methodology	global_skill	/Users/daniildegtyarev/.codex/skills/data-analytics-methodology/SKILL.md	false
skill-system-stage-03-v1	global.last30days	global_skill	/Users/daniildegtyarev/.codex/skills/last30days/SKILL.md	false
skill-system-stage-03-v1	global.numba-jit-performance	global_skill	/Users/daniildegtyarev/.codex/skills/numba-jit-performance/SKILL.md	false
skill-system-stage-03-v1	global.playwright	global_skill	/Users/daniildegtyarev/.codex/skills/playwright/SKILL.md	false
skill-system-stage-03-v1	global.pre-ship-gate	global_skill	/Users/daniildegtyarev/.codex/skills/pre-ship-gate/SKILL.md	false
skill-system-stage-03-v1	global.production-risk-review	global_skill	/Users/daniildegtyarev/.codex/skills/production-risk-review/SKILL.md	false
skill-system-stage-03-v1	global.prompt-manager	global_skill	/Users/daniildegtyarev/.codex/skills/prompt-manager/SKILL.md	false
skill-system-stage-03-v1	global.publish-ci-deploy	global_skill	/Users/daniildegtyarev/.codex/skills/publish-ci-deploy/SKILL.md	false
skill-system-stage-03-v1	global.root-cause-debugging	global_skill	/Users/daniildegtyarev/.codex/skills/root-cause-debugging/SKILL.md	false
skill-system-stage-03-v1	global.staged-plan-runner	global_skill	/Users/daniildegtyarev/.codex/skills/staged-plan-runner/SKILL.md	false
skill-system-stage-03-v1	global.topological-data-analysis	global_skill	/Users/daniildegtyarev/.codex/skills/topological-data-analysis/SKILL.md	false
skill-system-stage-03-v1	plugin.openai-bundled.browser.26.707.30751.control-in-app-browser	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-bundled/browser/26.707.30751/skills/control-in-app-browser/SKILL.md	true
skill-system-stage-03-v1	plugin.openai-bundled.chrome.26.707.30751.control-chrome	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-bundled/chrome/26.707.30751/skills/control-chrome/SKILL.md	true
skill-system-stage-03-v1	plugin.openai-bundled.computer-use.1.0.1000362.computer-use	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-bundled/computer-use/1.0.1000362/skills/computer-use/SKILL.md	true
skill-system-stage-03-v1	plugin.openai-bundled.visualize.1.0.11.visualize	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-bundled/visualize/1.0.11/skills/visualize/SKILL.md	true
skill-system-stage-03-v1	plugin.openai-curated.github.d6169bef.gh-address-comments	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated/github/d6169bef/skills/gh-address-comments/SKILL.md	true
skill-system-stage-03-v1	plugin.openai-curated.github.d6169bef.gh-fix-ci	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated/github/d6169bef/skills/gh-fix-ci/SKILL.md	true
