run_id	target_id	scope	source_path	managed_cache
skill-system-stage-03-v1	plugin.openai-curated.github.d6169bef.github	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated/github/d6169bef/skills/github/SKILL.md	true
skill-system-stage-03-v1	plugin.openai-curated.github.d6169bef.yeet	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated/github/d6169bef/skills/yeet/SKILL.md	true
skill-system-stage-03-v1	plugin.openai-curated.hugging-face.b1986b3d3da5bb8a04d3cb1e69af5a29bb5c2c04.cli	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated/hugging-face/b1986b3d3da5bb8a04d3cb1e69af5a29bb5c2c04/skills/cli/SKILL.md	true
skill-system-stage-03-v1	plugin.openai-curated.hugging-face.b1986b3d3da5bb8a04d3cb1e69af5a29bb5c2c04.community-evals	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated/hugging-face/b1986b3d3da5bb8a04d3cb1e69af5a29bb5c2c04/skills/community-evals/SKILL.md	true
skill-system-stage-03-v1	plugin.openai-curated.hugging-face.b1986b3d3da5bb8a04d3cb1e69af5a29bb5c2c04.datasets	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated/hugging-face/b1986b3d3da5bb8a04d3cb1e69af5a29bb5c2c04/skills/datasets/SKILL.md	true
skill-system-stage-03-v1	plugin.openai-curated.hugging-face.b1986b3d3da5bb8a04d3cb1e69af5a29bb5c2c04.gradio	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated/hugging-face/b1986b3d3da5bb8a04d3cb1e69af5a29bb5c2c04/skills/gradio/SKILL.md	true
skill-system-stage-03-v1	plugin.openai-curated.hugging-face.b1986b3d3da5bb8a04d3cb1e69af5a29bb5c2c04.jobs	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated/hugging-face/b1986b3d3da5bb8a04d3cb1e69af5a29bb5c2c04/skills/jobs/SKILL.md	true
skill-system-stage-03-v1	plugin.openai-curated.hugging-face.b1986b3d3da5bb8a04d3cb1e69af5a29bb5c2c04.llm-trainer	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated/hugging-face/b1986b3d3da5bb8a04d3cb1e69af5a29bb5c2c04/skills/llm-trainer/SKILL.md	true
skill-system-stage-03-v1	plugin.openai-curated.hugging-face.b1986b3d3da5bb8a04d3cb1e69af5a29bb5c2c04.paper-publisher	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated/hugging-face/b1986b3d3da5bb8a04d3cb1e69af5a29bb5c2c04/skills/paper-publisher/SKILL.md	true
skill-system-stage-03-v1	plugin.openai-curated.hugging-face.b1986b3d3da5bb8a04d3cb1e69af5a29bb5c2c04.papers	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated/hugging-face/b1986b3d3da5bb8a04d3cb1e69af5a29bb5c2c04/skills/papers/SKILL.md	true
skill-system-stage-03-v1	plugin.openai-curated.hugging-face.b1986b3d3da5bb8a04d3cb1e69af5a29bb5c2c04.trackio	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated/hugging-face/b1986b3d3da5bb8a04d3cb1e69af5a29bb5c2c04/skills/trackio/SKILL.md	true
skill-system-stage-03-v1	plugin.openai-curated.hugging-face.b1986b3d3da5bb8a04d3cb1e69af5a29bb5c2c04.transformers.js	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated/hugging-face/b1986b3d3da5bb8a04d3cb1e69af5a29bb5c2c04/skills/transformers.js/SKILL.md	true
skill-system-stage-03-v1	plugin.openai-curated.hugging-face.b1986b3d3da5bb8a04d3cb1e69af5a29bb5c2c04.vision-trainer	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated/hugging-face/b1986b3d3da5bb8a04d3cb1e69af5a29bb5c2c04/skills/vision-trainer/SKILL.md	true
skill-system-stage-03-v1	plugin.openai-curated-remote.figma.2.0.14.figma-code-connect	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated-remote/figma/2.0.14/skills/figma-code-connect/SKILL.md	true
skill-system-stage-03-v1	plugin.openai-curated-remote.figma.2.0.14.figma-create-new-file	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated-remote/figma/2.0.14/skills/figma-create-new-file/SKILL.md	true
skill-system-stage-03-v1	plugin.openai-curated-remote.figma.2.0.14.figma-generate-design	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated-remote/figma/2.0.14/skills/figma-generate-design/SKILL.md	true
skill-system-stage-03-v1	plugin.openai-curated-remote.figma.2.0.14.figma-generate-diagram	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated-remote/figma/2.0.14/skills/figma-generate-diagram/SKILL.md	true
skill-system-stage-03-v1	plugin.openai-curated-remote.figma.2.0.14.figma-generate-library	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated-remote/figma/2.0.14/skills/figma-generate-library/SKILL.md	true
skill-system-stage-03-v1	plugin.openai-curated-remote.figma.2.0.14.figma-implement-motion	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated-remote/figma/2.0.14/skills/figma-implement-motion/SKILL.md	true
skill-system-stage-03-v1	plugin.openai-curated-remote.figma.2.0.14.figma-swiftui	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated-remote/figma/2.0.14/skills/figma-swiftui/SKILL.md	true
skill-system-stage-03-v1	plugin.openai-curated-remote.figma.2.0.14.figma-use	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated-remote/figma/2.0.14/skills/figma-use/SKILL.md	true
skill-system-stage-03-v1	plugin.openai-curated-remote.figma.2.0.14.figma-use-figjam	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated-remote/figma/2.0.14/skills/figma-use-figjam/SKILL.md	true
skill-system-stage-03-v1	plugin.openai-curated-remote.figma.2.0.14.figma-use-motion	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated-remote/figma/2.0.14/skills/figma-use-motion/SKILL.md	true
skill-system-stage-03-v1	plugin.openai-curated-remote.figma.2.0.14.figma-use-slides	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated-remote/figma/2.0.14/skills/figma-use-slides/SKILL.md	true
skill-system-stage-03-v1	plugin.openai-curated-remote.github.0.1.8-2841cf9749ae.gh-address-comments	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated-remote/github/0.1.8-2841cf9749ae/skills/gh-address-comments/SKILL.md	true
skill-system-stage-03-v1	plugin.openai-curated-remote.github.0.1.8-2841cf9749ae.gh-fix-ci	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated-remote/github/0.1.8-2841cf9749ae/skills/gh-fix-ci/SKILL.md	true
skill-system-stage-03-v1	plugin.openai-curated-remote.github.0.1.8-2841cf9749ae.github	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated-remote/github/0.1.8-2841cf9749ae/skills/github/SKILL.md	true
skill-system-stage-03-v1	plugin.openai-curated-remote.github.0.1.8-2841cf9749ae.yeet	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated-remote/github/0.1.8-2841cf9749ae/skills/yeet/SKILL.md	true
skill-system-stage-03-v1	plugin.openai-curated-remote.openai-templates.0.1.0.artifact-template-analytics-dashboard	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated-remote/openai-templates/0.1.0/skills/artifact-template-analytics-dashboard/SKILL.md	true
skill-system-stage-03-v1	plugin.openai-curated-remote.openai-templates.0.1.0.artifact-template-business-review	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated-remote/openai-templates/0.1.0/skills/artifact-template-business-review/SKILL.md	true
skill-system-stage-03-v1	plugin.openai-curated-remote.openai-templates.0.1.0.artifact-template-design-report	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated-remote/openai-templates/0.1.0/skills/artifact-template-design-report/SKILL.md	true
skill-system-stage-03-v1	plugin.openai-curated-remote.openai-templates.0.1.0.artifact-template-experiment-analysis	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated-remote/openai-templates/0.1.0/skills/artifact-template-experiment-analysis/SKILL.md	true
skill-system-stage-03-v1	plugin.openai-curated-remote.openai-templates.0.1.0.artifact-template-financial-budget	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated-remote/openai-templates/0.1.0/skills/artifact-template-financial-budget/SKILL.md	true
skill-system-stage-03-v1	plugin.openai-curated-remote.openai-templates.0.1.0.artifact-template-investment-committee-memo	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated-remote/openai-templates/0.1.0/skills/artifact-template-investment-committee-memo/SKILL.md	true
skill-system-stage-03-v1	plugin.openai-curated-remote.openai-templates.0.1.0.artifact-template-legal-memorandum	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated-remote/openai-templates/0.1.0/skills/artifact-template-legal-memorandum/SKILL.md	true
skill-system-stage-03-v1	plugin.openai-curated-remote.openai-templates.0.1.0.artifact-template-market-trends-report	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated-remote/openai-templates/0.1.0/skills/artifact-template-market-trends-report/SKILL.md	true
skill-system-stage-03-v1	plugin.openai-curated-remote.openai-templates.0.1.0.artifact-template-minimal-letterhead	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated-remote/openai-templates/0.1.0/skills/artifact-template-minimal-letterhead/SKILL.md	true
skill-system-stage-03-v1	plugin.openai-curated-remote.openai-templates.0.1.0.artifact-template-operating-calendar	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated-remote/openai-templates/0.1.0/skills/artifact-template-operating-calendar/SKILL.md	true
skill-system-stage-03-v1	plugin.openai-curated-remote.openai-templates.0.1.0.artifact-template-operating-review	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated-remote/openai-templates/0.1.0/skills/artifact-template-operating-review/SKILL.md	true
skill-system-stage-03-v1	plugin.openai-curated-remote.openai-templates.0.1.0.artifact-template-project-kickoff	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated-remote/openai-templates/0.1.0/skills/artifact-template-project-kickoff/SKILL.md	true
skill-system-stage-03-v1	plugin.openai-curated-remote.openai-templates.0.1.0.artifact-template-project-tracker	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated-remote/openai-templates/0.1.0/skills/artifact-template-project-tracker/SKILL.md	true
skill-system-stage-03-v1	plugin.openai-curated-remote.openai-templates.0.1.0.artifact-template-sales-pipeline	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated-remote/openai-templates/0.1.0/skills/artifact-template-sales-pipeline/SKILL.md	true
skill-system-stage-03-v1	plugin.openai-curated-remote.openai-templates.0.1.0.artifact-template-simple-dark-mode	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated-remote/openai-templates/0.1.0/skills/artifact-template-simple-dark-mode/SKILL.md	true
skill-system-stage-03-v1	plugin.openai-curated-remote.openai-templates.0.1.0.artifact-template-simple-light-mode	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated-remote/openai-templates/0.1.0/skills/artifact-template-simple-light-mode/SKILL.md	true
skill-system-stage-03-v1	plugin.openai-curated-remote.openai-templates.0.1.0.artifact-template-strategy-memorandum	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated-remote/openai-templates/0.1.0/skills/artifact-template-strategy-memorandum/SKILL.md	true
skill-system-stage-03-v1	plugin.openai-curated-remote.openai-templates.0.1.0.artifact-template-system-design	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated-remote/openai-templates/0.1.0/skills/artifact-template-system-design/SKILL.md	true
skill-system-stage-03-v1	plugin.openai-curated-remote.openai-templates.0.1.0.artifact-template-team-alignment	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated-remote/openai-templates/0.1.0/skills/artifact-template-team-alignment/SKILL.md	true
skill-system-stage-03-v1	plugin.openai-curated-remote.openai-templates.0.1.0.artifact-template-three-statement-forecast	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated-remote/openai-templates/0.1.0/skills/artifact-template-three-statement-forecast/SKILL.md	true
skill-system-stage-03-v1	plugin.openai-curated-remote.product-design.0.1.50.audit	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated-remote/product-design/0.1.50/skills/audit/SKILL.md	true
skill-system-stage-03-v1	plugin.openai-curated-remote.product-design.0.1.50.design-qa	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated-remote/product-design/0.1.50/skills/design-qa/SKILL.md	true
skill-system-stage-03-v1	plugin.openai-curated-remote.product-design.0.1.50.get-context	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated-remote/product-design/0.1.50/skills/get-context/SKILL.md	true
skill-system-stage-03-v1	plugin.openai-curated-remote.product-design.0.1.50.ideate	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated-remote/product-design/0.1.50/skills/ideate/SKILL.md	true
skill-system-stage-03-v1	plugin.openai-curated-remote.product-design.0.1.50.image-to-code	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated-remote/product-design/0.1.50/skills/image-to-code/SKILL.md	true
skill-system-stage-03-v1	plugin.openai-curated-remote.product-design.0.1.50.index	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated-remote/product-design/0.1.50/skills/index/SKILL.md	true
skill-system-stage-03-v1	plugin.openai-curated-remote.product-design.0.1.50.research	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated-remote/product-design/0.1.50/skills/research/SKILL.md	true
skill-system-stage-03-v1	plugin.openai-curated-remote.product-design.0.1.50.share	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated-remote/product-design/0.1.50/skills/share/SKILL.md	true
skill-system-stage-03-v1	plugin.openai-curated-remote.product-design.0.1.50.url-to-code	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated-remote/product-design/0.1.50/skills/url-to-code/SKILL.md	true
skill-system-stage-03-v1	plugin.openai-curated-remote.product-design.0.1.50.user-context	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated-remote/product-design/0.1.50/skills/user-context/SKILL.md	true
skill-system-stage-03-v1	plugin.openai-primary-runtime.documents.26.630.12135.documents	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-primary-runtime/documents/26.630.12135/skills/documents/SKILL.md	true
skill-system-stage-03-v1	plugin.openai-primary-runtime.pdf.26.630.12135.pdf	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-primary-runtime/pdf/26.630.12135/skills/pdf/SKILL.md	true
skill-system-stage-03-v1	plugin.openai-primary-runtime.presentations.26.630.12135.presentations	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-primary-runtime/presentations/26.630.12135/skills/presentations/SKILL.md	true
skill-system-stage-03-v1	plugin.openai-primary-runtime.spreadsheets.26.630.12135.spreadsheets	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-primary-runtime/spreadsheets/26.630.12135/skills/spreadsheets/SKILL.md	true
skill-system-stage-03-v1	plugin.openai-primary-runtime.template-creator.26.630.12135.template-creator	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-primary-runtime/template-creator/26.630.12135/skills/template-creator/SKILL.md	true
skill-system-stage-03-v1	plugin.personal.roehub-live-redesign-prototype.0.1.0_codex.20260708091856.prototype..npm-cache._npx.820a5ae692c55a8b.node_modules._playwright.cli.playwright-cli	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/personal/roehub-live-redesign-prototype/0.1.0+codex.20260708091856/prototype/.npm-cache/_npx/820a5ae692c55a8b/node_modules/@playwright/cli/skills/playwright-cli/SKILL.md	true
skill-system-stage-03-v1	plugin.personal.roehub-live-redesign-prototype.0.1.0_codex.20260708091856.prototype..npm-cache._npx.820a5ae692c55a8b.node_modules.playwright-core.lib.tools.cli-client.skill	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/personal/roehub-live-redesign-prototype/0.1.0+codex.20260708091856/prototype/.npm-cache/_npx/820a5ae692c55a8b/node_modules/playwright-core/lib/tools/cli-client/skill/SKILL.md	true
skill-system-stage-03-v1	plugin.personal.roehub-live-redesign-prototype.0.1.0_codex.20260708091856.prototype..npm-cache._npx.820a5ae692c55a8b.node_modules.playwright-core.lib.tools.trace	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/personal/roehub-live-redesign-prototype/0.1.0+codex.20260708091856/prototype/.npm-cache/_npx/820a5ae692c55a8b/node_modules/playwright-core/lib/tools/trace/SKILL.md	true
skill-system-stage-03-v1	plugin.personal.roehub-live-redesign-prototype.0.1.0_codex.20260708091856.backtests-live-prototype	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/personal/roehub-live-redesign-prototype/0.1.0+codex.20260708091856/skills/backtests-live-prototype/SKILL.md	true
